Year,m,d,Time,Time zone,Direct solar radiation (W/m2)
2021,7,1,03:02,UTC,71.6
2021,7,1,03:03,UTC,45.9
2021,7,1,03:04,UTC,84.4
2021,7,1,03:05,UTC,176.2
2021,7,1,03:06,UTC,66.8
2021,7,1,03:07,UTC,14.3
2021,7,1,03:08,UTC,16.1
2021,7,1,03:09,UTC,20.6
2021,7,1,03:10,UTC,33
2021,7,1,03:11,UTC,20.2
2021,7,1,03:12,UTC,11.4
2021,7,1,03:13,UTC,9.2
2021,7,1,03:14,UTC,7.6
2021,7,1,03:15,UTC,6.7
2021,7,1,03:16,UTC,12.4
2021,7,1,03:17,UTC,14.8
2021,7,1,03:18,UTC,6.3
2021,7,1,03:19,UTC,5.7
2021,7,1,03:20,UTC,5.4
2021,7,1,03:21,UTC,5.1
2021,7,1,03:22,UTC,4.8
2021,7,1,03:23,UTC,4.7
2021,7,1,03:24,UTC,4.5
2021,7,1,03:25,UTC,4
2021,7,1,03:26,UTC,3.6
2021,7,1,03:27,UTC,3.4
2021,7,1,03:28,UTC,3.1
2021,7,1,03:29,UTC,3.2
2021,7,1,03:30,UTC,3.4
2021,7,1,03:31,UTC,4
2021,7,1,03:32,UTC,4.2
2021,7,1,03:33,UTC,4.8
2021,7,1,03:34,UTC,6.7
2021,7,1,03:35,UTC,7.4
2021,7,1,03:36,UTC,5.9
2021,7,1,03:37,UTC,6.3
2021,7,1,03:38,UTC,7.9
2021,7,1,03:39,UTC,10.9
2021,7,1,03:40,UTC,12.7
2021,7,1,03:41,UTC,17
2021,7,1,03:42,UTC,50.3
2021,7,1,03:43,UTC,65.2
2021,7,1,03:44,UTC,25.9
2021,7,1,03:45,UTC,11.8
2021,7,1,03:46,UTC,11.2
2021,7,1,03:47,UTC,38.5
2021,7,1,03:48,UTC,57.4
2021,7,1,03:49,UTC,30.5
2021,7,1,03:50,UTC,34.7
2021,7,1,03:51,UTC,36.4
2021,7,1,03:52,UTC,59.5
2021,7,1,03:53,UTC,112.7
2021,7,1,03:54,UTC,188.9
2021,7,1,03:55,UTC,508.9
2021,7,1,03:56,UTC,438.6
2021,7,1,03:57,UTC,193.4
2021,7,1,03:58,UTC,145.6
2021,7,1,03:59,UTC,70.6
2021,7,1,04:00,UTC,35.5
2021,7,1,04:01,UTC,52.2
2021,7,1,04:02,UTC,61.2
2021,7,1,04:03,UTC,29.2
2021,7,1,04:04,UTC,18.5
2021,7,1,04:05,UTC,16.6
2021,7,1,04:06,UTC,17.7
2021,7,1,04:07,UTC,22.3
2021,7,1,04:08,UTC,22.4
2021,7,1,04:09,UTC,23.4
2021,7,1,04:10,UTC,31.3
2021,7,1,04:11,UTC,37.2
2021,7,1,04:12,UTC,24.5
2021,7,1,04:13,UTC,28.8
2021,7,1,04:14,UTC,26.9
2021,7,1,04:15,UTC,24.5
2021,7,1,04:16,UTC,24.3
2021,7,1,04:17,UTC,33.2
2021,7,1,04:18,UTC,43.3
2021,7,1,04:19,UTC,68.3
2021,7,1,04:20,UTC,118.2
2021,7,1,04:21,UTC,376
2021,7,1,04:22,UTC,552
2021,7,1,04:23,UTC,586.3
2021,7,1,04:24,UTC,359.1
2021,7,1,04:25,UTC,92.3
2021,7,1,04:26,UTC,118.8
2021,7,1,04:27,UTC,212.1
2021,7,1,04:28,UTC,197.5
2021,7,1,04:29,UTC,482.2
2021,7,1,04:30,UTC,638.3
2021,7,1,04:31,UTC,646.2
2021,7,1,04:32,UTC,646.5
2021,7,1,04:33,UTC,644.7
2021,7,1,04:34,UTC,646.3
2021,7,1,04:35,UTC,647.9
2021,7,1,04:36,UTC,647.8
2021,7,1,04:37,UTC,647.1
2021,7,1,04:38,UTC,646.4
2021,7,1,04:39,UTC,646.8
2021,7,1,04:40,UTC,644.7
2021,7,1,04:41,UTC,644
2021,7,1,04:42,UTC,642.8
2021,7,1,04:43,UTC,645.9
2021,7,1,04:44,UTC,650.5
2021,7,1,04:45,UTC,655.8
2021,7,1,04:46,UTC,661.6
2021,7,1,04:47,UTC,666
2021,7,1,04:48,UTC,669.1
2021,7,1,04:49,UTC,671.7
2021,7,1,04:50,UTC,674.6
2021,7,1,04:51,UTC,676.2
2021,7,1,04:52,UTC,677
2021,7,1,04:53,UTC,676.6
2021,7,1,04:54,UTC,677.9
2021,7,1,04:55,UTC,679.8
2021,7,1,04:56,UTC,680.8
2021,7,1,04:57,UTC,680.2
2021,7,1,04:58,UTC,681.5
2021,7,1,04:59,UTC,683
2021,7,1,05:00,UTC,683.7
2021,7,1,05:01,UTC,682.7
2021,7,1,05:02,UTC,685.5
2021,7,1,05:03,UTC,689.7
2021,7,1,05:04,UTC,693.3
2021,7,1,05:05,UTC,697.4
2021,7,1,05:06,UTC,699.9
2021,7,1,05:07,UTC,703.2
2021,7,1,05:08,UTC,706.5
2021,7,1,05:09,UTC,708.2
2021,7,1,05:10,UTC,710
2021,7,1,05:11,UTC,712.2
2021,7,1,05:12,UTC,712.2
2021,7,1,05:13,UTC,712.4
2021,7,1,05:14,UTC,712.9
2021,7,1,05:15,UTC,715.3
2021,7,1,05:16,UTC,716.3
2021,7,1,05:17,UTC,719.3
2021,7,1,05:18,UTC,722
2021,7,1,05:19,UTC,721.9
2021,7,1,05:20,UTC,722.3
2021,7,1,05:21,UTC,723.1
2021,7,1,05:22,UTC,723.8
2021,7,1,05:23,UTC,723.6
2021,7,1,05:24,UTC,725
2021,7,1,05:25,UTC,727.3
2021,7,1,05:26,UTC,730.4
2021,7,1,05:27,UTC,732.7
2021,7,1,05:28,UTC,734.8
2021,7,1,05:29,UTC,734.8
2021,7,1,05:30,UTC,737.4
2021,7,1,05:31,UTC,740.1
2021,7,1,05:32,UTC,740.8
2021,7,1,05:33,UTC,741.5
2021,7,1,05:34,UTC,742.6
2021,7,1,05:35,UTC,743
2021,7,1,05:36,UTC,745.1
2021,7,1,05:37,UTC,745.4
2021,7,1,05:38,UTC,745.1
2021,7,1,05:39,UTC,746.2
2021,7,1,05:40,UTC,748.4
2021,7,1,05:41,UTC,749.4
2021,7,1,05:42,UTC,751.2
2021,7,1,05:43,UTC,752.1
2021,7,1,05:44,UTC,753.1
2021,7,1,05:45,UTC,752.8
2021,7,1,05:46,UTC,754.2
2021,7,1,05:47,UTC,754.6
2021,7,1,05:48,UTC,755.4
2021,7,1,05:49,UTC,758.3
2021,7,1,05:50,UTC,758.7
2021,7,1,05:51,UTC,757.9
2021,7,1,05:52,UTC,758
2021,7,1,05:53,UTC,758.9
2021,7,1,05:54,UTC,759
2021,7,1,05:55,UTC,759.4
2021,7,1,05:56,UTC,759.9
2021,7,1,05:57,UTC,761.5
2021,7,1,05:58,UTC,761.6
2021,7,1,05:59,UTC,760.6
2021,7,1,06:00,UTC,761
2021,7,1,06:01,UTC,762.8
2021,7,1,06:02,UTC,763.8
2021,7,1,06:03,UTC,765.1
2021,7,1,06:04,UTC,767.2
2021,7,1,06:05,UTC,769.9
2021,7,1,06:06,UTC,773.4
2021,7,1,06:07,UTC,775
2021,7,1,06:08,UTC,775.7
2021,7,1,06:09,UTC,775.7
2021,7,1,06:10,UTC,777.9
2021,7,1,06:11,UTC,781
2021,7,1,06:12,UTC,781.9
2021,7,1,06:13,UTC,782.2
2021,7,1,06:14,UTC,783.9
2021,7,1,06:15,UTC,785.7
2021,7,1,06:16,UTC,785.1
2021,7,1,06:17,UTC,785.5
2021,7,1,06:18,UTC,786.9
2021,7,1,06:19,UTC,789.7
2021,7,1,06:20,UTC,790.3
2021,7,1,06:21,UTC,789.4
2021,7,1,06:22,UTC,792
2021,7,1,06:23,UTC,793.2
2021,7,1,06:24,UTC,794.1
2021,7,1,06:25,UTC,795.1
2021,7,1,06:26,UTC,795.8
2021,7,1,06:27,UTC,796.9
2021,7,1,06:28,UTC,796.7
2021,7,1,06:29,UTC,796.8
2021,7,1,06:30,UTC,798.4
2021,7,1,06:31,UTC,799.4
2021,7,1,06:32,UTC,801.2
2021,7,1,06:33,UTC,801.6
2021,7,1,06:34,UTC,800.9
2021,7,1,06:35,UTC,800.6
2021,7,1,06:36,UTC,802.5
2021,7,1,06:37,UTC,803.1
2021,7,1,06:38,UTC,803.7
2021,7,1,06:39,UTC,802.8
2021,7,1,06:40,UTC,803.9
2021,7,1,06:41,UTC,804.9
2021,7,1,06:42,UTC,804.2
2021,7,1,06:43,UTC,804.1
2021,7,1,06:44,UTC,805.7
2021,7,1,06:45,UTC,804.3
2021,7,1,06:46,UTC,803.5
2021,7,1,06:47,UTC,805.6
2021,7,1,06:48,UTC,807
2021,7,1,06:49,UTC,807.1
2021,7,1,06:50,UTC,808.4
2021,7,1,06:51,UTC,810.1
2021,7,1,06:52,UTC,811
2021,7,1,06:53,UTC,809.9
2021,7,1,06:54,UTC,808.6
2021,7,1,06:55,UTC,809.2
2021,7,1,06:56,UTC,809.5
2021,7,1,06:57,UTC,811.9
2021,7,1,06:58,UTC,811.2
2021,7,1,06:59,UTC,809.3
2021,7,1,07:00,UTC,811.4
2021,7,1,07:01,UTC,812
2021,7,1,07:02,UTC,814.6
2021,7,1,07:03,UTC,817.9
2021,7,1,07:04,UTC,820.9
2021,7,1,07:05,UTC,820.6
2021,7,1,07:06,UTC,820.8
2021,7,1,07:07,UTC,820.2
2021,7,1,07:08,UTC,820.4
2021,7,1,07:09,UTC,821
2021,7,1,07:10,UTC,820.7
2021,7,1,07:11,UTC,821.4
2021,7,1,07:12,UTC,823.5
2021,7,1,07:13,UTC,824.3
2021,7,1,07:14,UTC,823
2021,7,1,07:15,UTC,822.4
2021,7,1,07:16,UTC,824.5
2021,7,1,07:17,UTC,824.7
2021,7,1,07:18,UTC,823.9
2021,7,1,07:19,UTC,825.8
2021,7,1,07:20,UTC,828.5
2021,7,1,07:21,UTC,828.4
2021,7,1,07:22,UTC,827.2
2021,7,1,07:23,UTC,825.5
2021,7,1,07:24,UTC,824.2
2021,7,1,07:25,UTC,825
2021,7,1,07:26,UTC,825.9
2021,7,1,07:27,UTC,825.9
2021,7,1,07:28,UTC,827
2021,7,1,07:29,UTC,827.7
2021,7,1,07:30,UTC,828
2021,7,1,07:31,UTC,828
2021,7,1,07:32,UTC,826.9
2021,7,1,07:33,UTC,827.5
2021,7,1,07:34,UTC,829.2
2021,7,1,07:35,UTC,828
2021,7,1,07:36,UTC,827.2
2021,7,1,07:37,UTC,828.6
2021,7,1,07:38,UTC,830.3
2021,7,1,07:39,UTC,829.2
2021,7,1,07:40,UTC,827.5
2021,7,1,07:41,UTC,830.9
2021,7,1,07:42,UTC,832.6
2021,7,1,07:43,UTC,836.9
2021,7,1,07:44,UTC,837.5
2021,7,1,07:45,UTC,836
2021,7,1,07:46,UTC,835.6
2021,7,1,07:47,UTC,838.1
2021,7,1,07:48,UTC,840
2021,7,1,07:49,UTC,840.2
2021,7,1,07:50,UTC,839.6
2021,7,1,07:51,UTC,840.5
2021,7,1,07:52,UTC,839.9
2021,7,1,07:53,UTC,840.5
2021,7,1,07:54,UTC,842.1
2021,7,1,07:55,UTC,843.2
2021,7,1,07:56,UTC,844.7
2021,7,1,07:57,UTC,845.6
2021,7,1,07:58,UTC,845.7
2021,7,1,07:59,UTC,846.4
2021,7,1,08:00,UTC,846.3
2021,7,1,08:01,UTC,844.8
2021,7,1,08:02,UTC,845.2
2021,7,1,08:03,UTC,845.9
2021,7,1,08:04,UTC,845.5
2021,7,1,08:05,UTC,846.1
2021,7,1,08:06,UTC,848.2
2021,7,1,08:07,UTC,848.9
2021,7,1,08:08,UTC,847.4
2021,7,1,08:09,UTC,847.9
2021,7,1,08:10,UTC,848.7
2021,7,1,08:11,UTC,849.4
2021,7,1,08:12,UTC,852.2
2021,7,1,08:13,UTC,852.9
2021,7,1,08:14,UTC,854.4
2021,7,1,08:15,UTC,853.7
2021,7,1,08:16,UTC,852.7
2021,7,1,08:17,UTC,850.9
2021,7,1,08:18,UTC,852.3
2021,7,1,08:19,UTC,851.5
2021,7,1,08:20,UTC,850.6
2021,7,1,08:21,UTC,852.2
2021,7,1,08:22,UTC,854
2021,7,1,08:23,UTC,855.8
2021,7,1,08:24,UTC,853.6
2021,7,1,08:25,UTC,853.4
2021,7,1,08:26,UTC,857.1
2021,7,1,08:27,UTC,857.7
2021,7,1,08:28,UTC,856.2
2021,7,1,08:29,UTC,852.9
2021,7,1,08:30,UTC,853.2
2021,7,1,08:31,UTC,856.4
2021,7,1,08:32,UTC,858.8
2021,7,1,08:33,UTC,856.5
2021,7,1,08:34,UTC,855.8
2021,7,1,08:35,UTC,856.3
2021,7,1,08:36,UTC,856.3
2021,7,1,08:37,UTC,855.8
2021,7,1,08:38,UTC,854.2
2021,7,1,08:39,UTC,850.4
2021,7,1,08:40,UTC,850.1
2021,7,1,08:41,UTC,854.4
2021,7,1,08:42,UTC,854.8
2021,7,1,08:43,UTC,855.4
2021,7,1,08:44,UTC,854.8
2021,7,1,08:45,UTC,857.1
2021,7,1,08:46,UTC,857.2
2021,7,1,08:47,UTC,857.5
2021,7,1,08:48,UTC,857.3
2021,7,1,08:49,UTC,857.2
2021,7,1,08:50,UTC,859.2
2021,7,1,08:51,UTC,859.1
2021,7,1,08:52,UTC,858.5
2021,7,1,08:53,UTC,859.7
2021,7,1,08:54,UTC,858.9
2021,7,1,08:55,UTC,855.7
2021,7,1,08:56,UTC,859.6
2021,7,1,08:57,UTC,861.5
2021,7,1,08:58,UTC,860
2021,7,1,08:59,UTC,859.4
2021,7,1,09:00,UTC,861.5
2021,7,1,09:01,UTC,861
2021,7,1,09:02,UTC,863
2021,7,1,09:03,UTC,861
2021,7,1,09:04,UTC,861.5
2021,7,1,09:05,UTC,861.2
2021,7,1,09:06,UTC,861.7
2021,7,1,09:07,UTC,865
2021,7,1,09:08,UTC,866.2
2021,7,1,09:09,UTC,867.9
2021,7,1,09:10,UTC,868.2
2021,7,1,09:11,UTC,867.4
2021,7,1,09:12,UTC,864.4
2021,7,1,09:13,UTC,864.7
2021,7,1,09:14,UTC,863.4
2021,7,1,09:15,UTC,865.3
2021,7,1,09:16,UTC,867.5
2021,7,1,09:17,UTC,867.6
2021,7,1,09:18,UTC,865.1
2021,7,1,09:19,UTC,864.8
2021,7,1,09:20,UTC,863.1
2021,7,1,09:21,UTC,853.5
2021,7,1,09:22,UTC,860.9
2021,7,1,09:23,UTC,871.7
2021,7,1,09:24,UTC,870
2021,7,1,09:25,UTC,868.8
2021,7,1,09:26,UTC,867.9
2021,7,1,09:27,UTC,865.9
2021,7,1,09:28,UTC,865.2
2021,7,1,09:29,UTC,870.9
2021,7,1,09:30,UTC,870.8
2021,7,1,09:31,UTC,868.3
2021,7,1,09:32,UTC,866.2
2021,7,1,09:33,UTC,865.8
2021,7,1,09:34,UTC,870.5
2021,7,1,09:35,UTC,873.6
2021,7,1,09:36,UTC,873.2
2021,7,1,09:37,UTC,871.6
2021,7,1,09:38,UTC,870.8
2021,7,1,09:39,UTC,873.5
2021,7,1,09:40,UTC,871
2021,7,1,09:41,UTC,871
2021,7,1,09:42,UTC,870.4
2021,7,1,09:43,UTC,867
2021,7,1,09:44,UTC,861.9
2021,7,1,09:45,UTC,862
2021,7,1,09:46,UTC,865.6
2021,7,1,09:47,UTC,867.2
2021,7,1,09:48,UTC,864.4
2021,7,1,09:49,UTC,862.7
2021,7,1,09:50,UTC,865.1
2021,7,1,09:51,UTC,858.6
2021,7,1,09:52,UTC,865.2
2021,7,1,09:53,UTC,867.6
2021,7,1,09:54,UTC,812.3
2021,7,1,09:55,UTC,859.9
2021,7,1,09:56,UTC,841.2
2021,7,1,09:57,UTC,786.9
2021,7,1,09:58,UTC,862.4
2021,7,1,09:59,UTC,747.4
2021,7,1,10:00,UTC,47.4
2021,7,1,10:01,UTC,214.9
2021,7,1,10:02,UTC,109
2021,7,1,10:03,UTC,18.8
2021,7,1,10:04,UTC,662.6
2021,7,1,10:05,UTC,861.1
2021,7,1,10:06,UTC,857.8
2021,7,1,10:07,UTC,856.9
2021,7,1,10:08,UTC,857.8
2021,7,1,10:09,UTC,860.2
2021,7,1,10:10,UTC,862.9
2021,7,1,10:11,UTC,865.4
2021,7,1,10:12,UTC,866
2021,7,1,10:13,UTC,863
2021,7,1,10:14,UTC,855.9
2021,7,1,10:15,UTC,272.2
2021,7,1,10:16,UTC,651.2
2021,7,1,10:17,UTC,636
2021,7,1,10:18,UTC,599.8
2021,7,1,10:19,UTC,527.3
2021,7,1,10:20,UTC,801.9
2021,7,1,10:21,UTC,656.5
2021,7,1,10:22,UTC,793.1
2021,7,1,10:23,UTC,471.8
2021,7,1,10:24,UTC,670.3
2021,7,1,10:25,UTC,869
2021,7,1,10:26,UTC,864.4
2021,7,1,10:27,UTC,634.8
2021,7,1,10:28,UTC,8.4
2021,7,1,10:29,UTC,6.1
2021,7,1,10:30,UTC,225.4
2021,7,1,10:31,UTC,866.2
2021,7,1,10:32,UTC,862.3
2021,7,1,10:33,UTC,441.8
2021,7,1,10:34,UTC,715.1
2021,7,1,10:35,UTC,827.2
2021,7,1,10:36,UTC,868.3
2021,7,1,10:37,UTC,871.1
2021,7,1,10:38,UTC,871.6
2021,7,1,10:39,UTC,865.9
2021,7,1,10:40,UTC,870.2
2021,7,1,10:41,UTC,866.5
2021,7,1,10:42,UTC,874.1
2021,7,1,10:43,UTC,870.1
2021,7,1,10:44,UTC,667.4
2021,7,1,10:45,UTC,81
2021,7,1,10:46,UTC,195.8
2021,7,1,10:47,UTC,713.2
2021,7,1,10:48,UTC,868.9
2021,7,1,10:49,UTC,866.9
2021,7,1,10:50,UTC,867.2
2021,7,1,10:51,UTC,869.3
2021,7,1,10:52,UTC,870.3
2021,7,1,10:53,UTC,870.8
2021,7,1,10:54,UTC,869.9
2021,7,1,10:55,UTC,868.5
2021,7,1,10:56,UTC,867.4
2021,7,1,10:57,UTC,870.4
2021,7,1,10:58,UTC,872
2021,7,1,10:59,UTC,871.6
2021,7,1,11:00,UTC,869.5
2021,7,1,11:01,UTC,869
2021,7,1,11:02,UTC,868.6
2021,7,1,11:03,UTC,867
2021,7,1,11:04,UTC,867.2
2021,7,1,11:05,UTC,869.7
2021,7,1,11:06,UTC,871.6
2021,7,1,11:07,UTC,873.1
2021,7,1,11:08,UTC,872.6
2021,7,1,11:09,UTC,874.4
2021,7,1,11:10,UTC,875.1
2021,7,1,11:11,UTC,874.8
2021,7,1,11:12,UTC,872.2
2021,7,1,11:13,UTC,871
2021,7,1,11:14,UTC,870.8
2021,7,1,11:15,UTC,871.3
2021,7,1,11:16,UTC,865.7
2021,7,1,11:17,UTC,516.5
2021,7,1,11:18,UTC,152.7
2021,7,1,11:19,UTC,660.4
2021,7,1,11:20,UTC,870.6
2021,7,1,11:21,UTC,867.3
2021,7,1,11:22,UTC,861.4
2021,7,1,11:23,UTC,436.5
2021,7,1,11:24,UTC,72.4
2021,7,1,11:25,UTC,12.8
2021,7,1,11:26,UTC,8.9
2021,7,1,11:27,UTC,6
2021,7,1,11:28,UTC,3.6
2021,7,1,11:29,UTC,2.5
2021,7,1,11:30,UTC,94.9
2021,7,1,11:31,UTC,843.3
2021,7,1,11:32,UTC,854.2
2021,7,1,11:33,UTC,851.5
2021,7,1,11:34,UTC,586.3
2021,7,1,11:35,UTC,100
2021,7,1,11:36,UTC,762
2021,7,1,11:37,UTC,856.5
2021,7,1,11:38,UTC,855.5
2021,7,1,11:39,UTC,854.9
2021,7,1,11:40,UTC,856.8
2021,7,1,11:41,UTC,857.5
2021,7,1,11:42,UTC,860
2021,7,1,11:43,UTC,862.2
2021,7,1,11:44,UTC,863.8
2021,7,1,11:45,UTC,863
2021,7,1,11:46,UTC,864.5
2021,7,1,11:47,UTC,865.2
2021,7,1,11:48,UTC,865.5
2021,7,1,11:49,UTC,867
2021,7,1,11:50,UTC,864.6
2021,7,1,11:51,UTC,863.3
2021,7,1,11:52,UTC,861.4
2021,7,1,11:53,UTC,860.3
2021,7,1,11:54,UTC,859.4
2021,7,1,11:55,UTC,849.4
2021,7,1,11:56,UTC,723.2
2021,7,1,11:57,UTC,390.7
2021,7,1,11:58,UTC,582.6
2021,7,1,11:59,UTC,856.8
2021,7,1,12:00,UTC,854.3
2021,7,1,12:01,UTC,857.7
2021,7,1,12:02,UTC,858
2021,7,1,12:03,UTC,855.1
2021,7,1,12:04,UTC,857.2
2021,7,1,12:05,UTC,860.5
2021,7,1,12:06,UTC,858.6
2021,7,1,12:07,UTC,851.9
2021,7,1,12:08,UTC,847.7
2021,7,1,12:09,UTC,847.6
2021,7,1,12:10,UTC,847.6
2021,7,1,12:11,UTC,845.4
2021,7,1,12:12,UTC,847.9
2021,7,1,12:13,UTC,849
2021,7,1,12:14,UTC,795.3
2021,7,1,12:15,UTC,835.6
2021,7,1,12:16,UTC,734.9
2021,7,1,12:17,UTC,664
